disease_id,disease_name
MESH:D017689,Polydactyly
MESH:D023903,Coronary Restenosis
MESH:D020159,Citrullinemia
MESH:D013352,Subcutaneous Emphysema
MESH:C538322,Histiocytosis with joint contractures and sensorineural deafness
MESH:D007859,Learning Disabilities
MESH:D004833,"Epilepsy, Temporal Lobe"
MESH:C567343,Jervell And Lange-Nielsen Syndrome 2
MESH:D012468,Salivary Gland Neoplasms
MESH:D024821,Metabolic Syndrome
MESH:D013585,Synovitis
MESH:C536209,Congenital central hypoventilation syndrome
MESH:D010148,Intractable Pain
MESH:D012598,Sclerosis
MESH:D004342,Drug Hypersensitivity
MESH:D066253,Vascular Remodeling
MESH:D045262,Reticulocytosis
MESH:D004660,Encephalitis
MESH:D018497,"Ventricular Dysfunction, Right"
MESH:D010411,Penile Induration
MESH:D002389,Catatonia
MESH:D020886,Somatosensory Disorders
MESH:D009293,Opioid-Related Disorders
MESH:C563907,"Sick Sinus Syndrome 1, Autosomal Recessive"
MESH:D007964,Leukocytosis
MESH:D002340,Carotid Artery Diseases
MESH:C562463,[OBSOLETE] Pancreatic Carcinoma
MESH:D016481,Helicobacter Infections
MESH:D001759,Blastomycosis
MESH:C563039,Coumarin Resistance
MESH:D003294,"Seizures, Febrile"
MESH:D007627,Keloid
MESH:D028226,"Amyloidosis, Familial"
MESH:D010585,Phagocyte Bactericidal Dysfunction
MESH:C536106,Myostatin-related muscle hypertrophy
MESH:D017098,IgA Deficiency
MESH:D002349,Carpal Tunnel Syndrome
MESH:C535852,"Heart-hand syndrome, Slovenian type"
MESH:C536436,Coffin-Siris syndrome
MESH:D008591,Meningomyelocele
MESH:D001913,Bowen's Disease
MESH:D014694,Ventricular Outflow Obstruction
MESH:D002278,Carcinoma in Situ
MESH:D020879,Neuromuscular Manifestations
MESH:D018827,"Carcinoma, Lewis Lung"
MESH:C566928,Tyrosine Kinase 2 Deficiency
MESH:D006955,Hypernatremia
MESH:C563538,"Cardiomyopathy, Dilated, 1s"
MESH:D014514,Ureteral Calculi
MESH:C567089,Lipoprotein Glomerulopathy
MESH:D016891,"Polycystic Kidney, Autosomal Dominant"
MESH:D014178,"Translocation, Genetic"
MESH:C564640,Nephronophthisis 4
MESH:D012859,Sjogren's Syndrome
MESH:D006402,Hematologic Diseases
MESH:D004283,Dog Diseases
MESH:D007647,Kernicterus
MESH:D018358,Neuroendocrine Tumors
MESH:D049310,Distal Myopathies
MESH:D011537,Pruritus
MESH:D010899,Pituitary Apoplexy
MESH:D019310,Pseudolymphoma
MESH:C548084,Noonan Syndrome 6
MESH:D001018,Aortic Diseases
MESH:C536595,Alzheimer disease type 2
MESH:D004310,Double Outlet Right Ventricle
MESH:D002546,"Ischemic Attack, Transient"
MESH:C564703,"Charcot-Marie-Tooth Disease, Dominant Intermediate B"
MESH:D000856,Anorexia Nervosa
MESH:D011024,"Pneumonia, Viral"
MESH:D014313,Trismus
MESH:D020022,Genetic Predisposition to Disease
MESH:D007970,Leukopenia
MESH:D002813,Chondrosarcoma
MESH:C564336,"Hypercholanemia, Familial"
MESH:D025241,Spondylarthritis
MESH:D005767,Gastrointestinal Diseases
MESH:D018487,"Ventricular Dysfunction, Left"
MESH:D052456,Hypoalphalipoproteinemias
MESH:D059350,Chronic Pain
MESH:D007972,"Leukoplakia, Oral"
MESH:D056685,Costello Syndrome
MESH:D004062,DiGeorge Syndrome
MESH:C538639,Sarcoma family syndrome of Li and Fraumeni
MESH:D051436,"Renal Insufficiency, Chronic"
MESH:D006505,Hepatitis
MESH:D006222,Hamartoma
MESH:C535288,Rapadilino syndrome
MESH:D002972,Cleft Palate
MESH:D048629,"Micronuclei, Chromosome-Defective"
MESH:C566454,"Thyroid Hormone Metabolism, Abnormal"
MESH:D003586,Cytomegalovirus Infections
MESH:D015228,Hypertriglyceridemia
MESH:D000236,Adenoma
MESH:D009134,"Muscular Atrophy, Spinal"
MESH:D002869,Chromosome Aberrations
MESH:D018159,Endolymphatic Hydrops
MESH:C535705,Mandibuloacral dysplasia with type A lipodystrophy
MESH:C535382,Arthrogryposis renal dysfunction cholestasis syndrome
MESH:D010488,Polyarteritis Nodosa
MESH:D012162,Retinal Degeneration
MESH:D018196,"Carcinoma, Adenosquamous"
MESH:D014062,Tongue Neoplasms
MESH:D010259,Paranoid Disorders
MESH:C563790,"Auditory Neuropathy, Autosomal Dominant, 1"
MESH:C537352,Metaphyseal chondrodysplasia Schmid type
MESH:C548083,Noonan Syndrome 5
MESH:C565898,"Microcephalic Osteodysplastic Primordial Dwarfism, Type II"
MESH:D012207,Rhabdomyoma
MESH:D053578,Opsoclonus-Myoclonus Syndrome
MESH:C567017,"Mental Retardation, Autosomal Recessive 6"
MESH:D016919,"Meningitis, Cryptococcal"
MESH:D005911,Gliosis
MESH:D002181,"Candidiasis, Vulvovaginal"
MESH:D006228,"Hand Deformities, Congenital"
MESH:D015840,Oculomotor Nerve Diseases
MESH:D058625,End Stage Liver Disease
MESH:C535662,Acromicric dysplasia
MESH:D017488,"Hyperkeratosis, Epidermolytic"
MESH:C536664,Peroxisome biogenesis disorders
MESH:D006474,Hemorrhagic Disorders
MESH:C535301,"Charcot-Marie-Tooth disease, Type 4E"
MESH:D017085,alpha-Thalassemia
MESH:D019896,alpha 1-Antitrypsin Deficiency
MESH:D000138,Acidosis
MESH:D020820,Dyskinesias
MESH:D020178,"Sleep Disorders, Circadian Rhythm"
MESH:D002915,Chylous Ascites
MESH:D009669,Nose Neoplasms
MESH:C537477,[OBSOLETE] Mitochondrial neurogastrointestinal encephalopathy syndrome
MESH:D000686,Amyloidosis
MESH:D005076,Exanthema
MESH:D001744,Urinary Bladder Calculi
MESH:C563848,Alpha-B Crystallinopathy
MESH:C565188,"Spinocerebellar Ataxia, Autosomal Recessive 8"
MESH:C567489,"Spherocytosis, Type 3"
MESH:C535579,Cardiofaciocutaneous syndrome
MESH:C564004,"Macrocytosis, Familial"
MESH:C566310,"Adenosine Triphosphate, Elevated, Of Erythrocytes"
MESH:D019547,Neck Pain
MESH:C563898,Oligodontia-Colorectal Cancer Syndrome
MESH:D014839,Vomiting
MESH:D006869,Hydronephrosis
MESH:D000309,Adrenal Insufficiency
MESH:D020226,Cavernous Sinus Thrombosis
MESH:D017243,MERRF Syndrome
MESH:C535598,"Creatine deficiency, X-linked"
MESH:D005359,"Fibrous Dysplasia, Polyostotic"
MESH:D006461,Hemolysis
MESH:D020233,"Gait Disorders, Neurologic"
MESH:C537153,Hypomagnesemia primary
MESH:D007706,Menkes Kinky Hair Syndrome
MESH:D020521,Stroke
MESH:D001449,Balkan Nephropathy
MESH:C536801,Telomeric 22q13 Monosomy Syndrome
MESH:C567067,Phosphoglycerate Kinase 1 Deficiency
MESH:D014605,Uveitis
MESH:D006356,Heartburn
MESH:D003286,Contracture
MESH:C567384,Inflammatory Bowel Disease 13
MESH:D020256,Choroidal Neovascularization
MESH:C536390,Donnai-Barrow syndrome
MESH:D012021,"Reflex, Abnormal"
MESH:D004760,Enterocolitis
MESH:D003882,Dermatomyositis
MESH:D016537,"Gangliosidosis, GM1"
MESH:D054318,No-Reflow Phenomenon
MESH:D052177,"Kidney Diseases, Cystic"
MESH:D001778,Blood Coagulation Disorders
MESH:C565100,"Diabetes Mellitus, Insulin-Dependent, 2"
MESH:C537923,Opitz-Kaveggia syndrome
MESH:C537537,"Segawa syndrome, autosomal recessive"
MESH:C536510,Thiamine responsive megaloblastic anemia syndrome
MESH:D038261,Alexander Disease
MESH:D018777,Multiple Chemical Sensitivity
MESH:D048070,Fetal Nutrition Disorders
MESH:C536961,Familial Testotoxicosis
MESH:C563733,Carotid Intimal Medial Thickness 1
MESH:D019048,Prostatic Intraepithelial Neoplasia
MESH:D007405,Intervertebral Disc Displacement
MESH:C537143,Ossification of the posterior longitudinal ligament of the spine
MESH:D005494,Folic Acid Deficiency
MESH:D017827,Machado-Joseph Disease
MESH:C562704,"Isolated Growth Hormone Deficiency, Type II"
MESH:C537404,Pituitary dwarfism 1
MESH:D003483,Cutis Laxa
MESH:D012848,Sinoatrial Block
MESH:D014657,Vasculitis
MESH:D009373,"Neoplasms, Germ Cell and Embryonal"
MESH:D014855,Wallerian Degeneration
MESH:D000182,"ACTH Syndrome, Ectopic"
MESH:D003490,Cyanosis
MESH:C531651,"Rhizomelic chondrodysplasia punctata, type 1"
MESH:D009397,Nephrocalcinosis
MESH:D058165,22q11 Deletion Syndrome
MESH:D018197,Hepatoblastoma
MESH:D046150,Laron Syndrome
MESH:D007018,Hypopituitarism
MESH:C562393,"[OBSOLETE] Melanoma, Cutaneous Malignant"
MESH:D011668,Pulmonary Veno-Occlusive Disease
MESH:D006566,Herpesviridae Infections
MESH:C535349,Cayler cardiofacial syndrome
MESH:D043171,Chromosomal Instability
MESH:C566440,"Microphthalmia, Syndromic 6"
MESH:D013398,Sudden Infant Death
MESH:D053307,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
MESH:D004374,"Ductus Arteriosus, Patent"
MESH:D019446,Endotoxemia
MESH:D017492,"Keratosis, Seborrheic"
MESH:C537017,"Bulbospinal neuronopathy, X-linked recessive"
MESH:C563353,"Deafness, Autosomal Dominant 11"
MESH:D001424,Bacterial Infections
MESH:D006391,Hemangioma
MESH:D009477,Hereditary Sensory and Autonomic Neuropathies
MESH:D012600,Scoliosis
MESH:C562688,"Vitamin D Hydroxylation-Deficient Rickets, Type 1A"
MESH:D020018,"Sexual Dysfunctions, Psychological"
MESH:D007020,Hypoprothrombinemias
MESH:D010996,Pleural Effusion
MESH:D009459,Neuroleptic Malignant Syndrome
MESH:D013734,Androgen-Insensitivity Syndrome
MESH:C567436,"Spinocerebellar Ataxia, Autosomal Recessive 9"
MESH:C566555,Desmosterolosis
MESH:D008457,Measles
MESH:D006408,"Hematoma, Subdural"
MESH:D044584,"Carcinoma, Ductal"
MESH:C564992,"Fundus Dystrophy, Pseudoinflammatory, Of Sorsby"
MESH:D049188,Prenatal Injuries
MESH:D010214,Papillon-Lefevre Disease
MESH:D005756,Gastritis
MESH:D000471,Alkalosis
MESH:D007177,Inappropriate ADH Syndrome
MESH:D014376,Tuberculosis
MESH:D007889,Leiomyoma
MESH:D006966,Hyperprolactinemia
MESH:D016116,Piebaldism
MESH:D009290,Narcolepsy
MESH:D004890,Erythema
MESH:D058226,"Plaque, Atherosclerotic"
MESH:D009122,Muscle Hypertonia
MESH:C537564,Jansen type metaphyseal chondrodysplasia
MESH:D056684,Yellow Nail Syndrome
MESH:C567747,"Macrothrombocytopenia, Autosomal Dominant, Tubb1-Related"
MESH:D010855,Pierre Robin Syndrome
MESH:D010438,Peptic Ulcer Hemorrhage
MESH:C563023,Alpha-Thalassemia Myelodysplasia Syndrome
MESH:C567934,"Thyroid Hormone Resistance, Generalized, Autosomal Dominant"
MESH:C535748,Congenital disorder of glycosylation type 1J
MESH:C536329,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy
MESH:D006958,"Hyperostosis, Cortical, Congenital"
MESH:D008582,"Meningitis, Aseptic"
MESH:C567253,Diamond-Blackfan Anemia 8
MESH:D005600,Fragile X Syndrome
MESH:C565193,Brachydactyly-Syndactyly Syndrome
MESH:D011086,Polycythemia
MESH:C562735,"Osseous Heteroplasia, Progressive"
MESH:D020767,Intracranial Thrombosis
MESH:C565449,Erythrocyte Lactate Transporter Defect
MESH:C567207,"Episodic Ataxia, Type 6"
MESH:D004413,Dysostoses
MESH:D018901,Peroxisomal Disorders
MESH:D010673,Pheochromocytoma
MESH:C537060,Flaujeac factor deficiency
MESH:D010013,Osteogenesis Imperfecta
MESH:C565715,"Diabetes Mellitus, Insulin-Dependent, 19"
MESH:D013616,"Tachycardia, Sinus"
MESH:D001750,"Urinary Bladder, Neurogenic"
MESH:D056729,"von Willebrand Disease, Type 3"
MESH:C567648,Exudative Vitreoretinopathy 5
MESH:D011164,Porphyrias
MESH:D030321,Denys-Drash Syndrome
MESH:D016055,Urinary Retention
MESH:D006210,Hallermann's Syndrome
MESH:C567433,"Spastic Paraplegia 39, Autosomal Recessive"
MESH:D000013,Congenital Abnormalities
MESH:D020513,"Paralysis, Hyperkalemic Periodic"
MESH:D019871,Dyskeratosis Congenita
MESH:C536170,Diastrophic dysplasia
MESH:C562574,"Visceral Myopathy, Familial"
MESH:D000987,Antisocial Personality Disorder
MESH:D017674,Hypophosphatemia
MESH:D004942,"Esophagitis, Peptic"
MESH:D058926,Intraoperative Awareness
MESH:D059606,Polydipsia
MESH:D013920,"Thrombocythemia, Essential"
MESH:D003161,Compartment Syndromes
MESH:C563755,Li-Fraumeni Syndrome 2
MESH:C566337,"Hypercholesterolemia, Autosomal Dominant, 3"
MESH:C566466,"Maturity-Onset Diabetes of the Young, Type 7"
MESH:C565831,Focal Segmental Glomerulosclerosis 2
MESH:D010201,"Panniculitis, Nodular Nonsuppurative"
MESH:C536974,Townes-Brocks syndrome
MESH:D005315,Fetal Diseases
MESH:D015319,"Fructose-1,6-Diphosphatase Deficiency"
MESH:C567316,"Cardiomyopathy, Familial Restrictive, 3"
MESH:C564741,"Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, 1"
MESH:D008060,Lipodystrophy
MESH:C563463,"Carnitine Palmitoyltransferase II Deficiency, Lethal Neonatal"
MESH:D004211,Disseminated Intravascular Coagulation
MESH:D006011,Glycogen Storage Disease Type IV
MESH:D008527,Medulloblastoma
MESH:D020389,"Muscular Dystrophy, Emery-Dreifuss"
MESH:D005770,Gastrointestinal Neoplasms
MESH:C567708,"Muscular Dystrophy, Congenital, Lmna-Related"
MESH:D029593,Jervell-Lange Nielsen Syndrome
MESH:C563839,"Waardenburg Syndrome, Type 2D"
MESH:D007057,Ichthyosis
MESH:D006509,Hepatitis B
MESH:D005124,Eye Abnormalities
MESH:D020417,"Nystagmus, Congenital"
MESH:D002105,Cadmium Poisoning
MESH:D000787,Angina Pectoris
MESH:D006342,"Heart Rupture, Post-Infarction"
MESH:D000012,Abetalipoproteinemia
MESH:C567482,"Hypospadias 1, X-Linked"
MESH:D012004,Rectal Neoplasms
MESH:C562963,Brachyolmia Type 3
MESH:D056829,Hereditary Angioedema Types I and II
MESH:D014397,"Tuberculosis, Pulmonary"
MESH:D008109,"Liver Diseases, Parasitic"
MESH:D008831,Microcephaly
MESH:C537834,"Macular dystrophy, corneal type 1"
MESH:C567635,"Hypokalemic Periodic Paralysis, Type 2"
MESH:D013733,Testicular Diseases
MESH:C536092,"Mycobacterium tuberculosis, susceptibility to infection by"
MESH:C564516,"Mental Retardation, X-Linked, with Epilepsy"
MESH:C537493,"Stickler syndrome, type 2"
MESH:D053549,Pachyonychia Congenita
MESH:D016142,Holoprosencephaly
MESH:C567438,Thrombocytopenia 4
MESH:D034721,"Mastocytosis, Systemic"
MESH:D013631,Tangier Disease
MESH:D001289,Attention Deficit Disorder with Hyperactivity
MESH:C538317,Chromosome 2q37 deletion syndrome
MESH:D053040,Nephrolithiasis
MESH:C536914,"Thyroid cancer, medullary"
MESH:D005776,Gaucher Disease
MESH:D004941,Esophagitis
MESH:D018366,"Vasculitis, Leukocytoclastic, Cutaneous"
MESH:D016109,"Epidermolysis Bullosa, Junctional"
MESH:D004935,Esophageal Diseases
MESH:C567640,Plasminogen Activator Inhibitor-1 Deficiency
MESH:C566982,Asphyxiating Thoracic Dystrophy 2
MESH:C563672,"Diabetes Mellitus, Transient Neonatal, 2"
MESH:D017726,Cytomegalovirus Retinitis
MESH:D014456,Ulcer
MESH:D008230,Lymphomatoid Granulomatosis
MESH:C537005,Complement component 5 deficiency
MESH:C567400,"Atrial Fibrillation, Familial, 6"
MESH:C565809,"Generalized Epilepsy With Febrile Seizures Plus, Type 1"
MESH:D016778,"Malaria, Falciparum"
MESH:C536807,"Chromosome 3, monosomy 3p25"
MESH:D017825,Canavan Disease
MESH:C563242,Intrinsic Factor Deficiency
MESH:D020225,Sagittal Sinus Thrombosis
MESH:C567605,"Oculodentodigital Dysplasia, Autosomal Recessive"
MESH:D017096,Prion Diseases
MESH:D017700,"Embolism, Cholesterol"
MESH:C565196,"Macular Degeneration, Age-Related, 4"
MESH:D020235,Gait Apraxia
MESH:C537304,Groenouw type I corneal dystrophy
MESH:D018188,Cardiovirus Infections
MESH:D055653,Muir-Torre Syndrome
MESH:D003231,Conjunctivitis
MESH:D000347,Afibrinogenemia
MESH:C563739,Erythrokeratodermia Variabilis 3
MESH:C565752,"Cardiomyopathy, Dilated, 1i"
MESH:C567023,"Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4"
MESH:C536042,"Osteogenesis imperfecta, type 2A"
MESH:D052016,Mucositis
MESH:C580388,Prickle1-Related Progressive Myoclonic Epilepsy with Ataxia
MESH:D001477,Bartter Syndrome
MESH:D019294,"Xanthomatosis, Cerebrotendinous"
MESH:C536915,"[OBSOLETE] Thyroid cancer, papillary"
MESH:D055959,Intervertebral Disc Degeneration
MESH:D033461,Hyperuricemia
MESH:D012202,Reye Syndrome
MESH:C536050,Osteoglophonic dwarfism
MESH:C537858,O'Donnell Pappas syndrome
MESH:D053840,Brugada Syndrome
MESH:C536392,"Factor 8 deficiency, acquired"
MESH:D020511,Neuromuscular Junction Diseases
MESH:D004775,Enuresis
MESH:C536590,Alveolar capillary dysplasia
MESH:D008599,Menstruation Disturbances
MESH:D003397,Craniopharyngioma
MESH:D014950,"Wounds, Penetrating"
MESH:D002296,Carcinosarcoma
MESH:C537907,Barakat syndrome
MESH:D018813,Multiple Endocrine Neoplasia Type 2a
MESH:D014201,Trematode Infections
MESH:C536122,"Night blindness, congenital stationary"
MESH:C566169,"Cardiomyopathy, Familial Hypertrophic, 4"
MESH:C564253,"[OBSOLETE] Myopathy, Myosin Storage"
MESH:C535759,Congenital myasthenic syndrome with episodic apnea
MESH:D011115,Polyneuropathies
MESH:D020191,"Myoclonic Epilepsies, Progressive"
MESH:C564219,"Maturity-Onset Diabetes of the Young, Type 2"
MESH:C566574,"Spondyloepimetaphyseal Dysplasia, Missouri Type"
MESH:D003556,Cystitis
MESH:C536159,"Keratosis Follicularis Spinulosa Decalvans, X-Linked"
MESH:D019595,Severe Dengue
MESH:D019305,"Epilepsy, Rolandic"
MESH:D002386,Cataract
MESH:D009260,Nail Diseases
MESH:C563461,"Carnitine Palmitoyltransferase II Deficiency, Late-Onset"
MESH:D018328,"Melanoma, Amelanotic"
MESH:C567593,"[OBSOLETE] Primary Ovarian Insufficiency, Fragile X-Associated"
MESH:C538348,Nemaline myopathy 1
MESH:C535443,"Bile acid synthesis defect, congenital, 2"
MESH:D006105,"Granulomatous Disease, Chronic"
MESH:C562625,"Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant"
MESH:D014899,Wernicke Encephalopathy
MESH:C536409,"Neural tube defect, folate-sensitive"
MESH:C537913,"Chondrodysplasia, acromesomelic, with genital anomalies"
MESH:D011686,"Purine-Pyrimidine Metabolism, Inborn Errors"
MESH:C537596,Short chain Acyl CoA dehydrogenase deficiency
MESH:D003320,Corneal Ulcer
MESH:D001987,Bronchiectasis
MESH:C564320,"Neutropenia, Nonimmune Chronic Idiopathic, Adult"
MESH:C536572,[OBSOLETE] Bone Marrow failure syndromes
MESH:D009135,Muscular Diseases
MESH:D005177,Factor XIII Deficiency
MESH:D009165,"Mycobacterium Infections, Nontuberculous"
MESH:C563117,Rosselli-Gulienetti Syndrome
MESH:D006935,Hypercapnia
MESH:D006994,Hypoaldosteronism
MESH:D005327,Fetal Resorption
MESH:D007710,Klebsiella Infections
MESH:C567654,"Cardiomyopathy, Dilated, 1FF"
MESH:D063766,Pediatric Obesity
MESH:D004613,Ellis-Van Creveld Syndrome
MESH:C537422,[OBSOLETE] Apparent mineralocorticoid excess
MESH:C537302,Griscelli syndrome type 2
MESH:C538137,"Hyperferritinemia, hereditary, with congenital cataracts"
MESH:C567771,Metaphyseal Anadysplasia 2
MESH:D008945,Mitral Valve Prolapse
MESH:C562718,Glycogen Storage Disease XII
MESH:C564467,"Rolandic Epilepsy, Mental Retardation, and Speech Dyspraxia, X-Linked"
MESH:D020300,Intracranial Hemorrhages
MESH:C536090,"Myasthenic syndrome, congenital, type Id"
MESH:D008336,Mandibular Diseases
MESH:D015266,"Carcinoma, Merkel Cell"
MESH:D013953,Thymus Neoplasms
MESH:C535898,"Limb-girdle muscular dystrophy, type 1B"
MESH:D000708,Anaplasia
MESH:D009400,Nephrosclerosis
MESH:D049932,Nijmegen Breakage Syndrome
MESH:C562949,Adducted Thumbs Syndrome
MESH:D006396,Hematemesis
MESH:D017094,"Porphyrias, Hepatic"
MESH:D065627,Familial Primary Pulmonary Hypertension
MESH:D011293,Premenstrual Syndrome
MESH:D013661,Tay-Sachs Disease
MESH:D005183,Failure to Thrive
MESH:D018233,"Rhabdomyosarcoma, Embryonal"
MESH:D002446,Celiac Disease
MESH:C567784,3-Hydroxy-3-Methylglutaryl-CoA Synthase 2 Deficiency
MESH:D018317,Nerve Sheath Neoplasms
MESH:C538136,Hyperexplexia hereditary
MESH:C567730,"Parkinsonism-Dystonia, Infantile"
MESH:D006327,Heart Block
MESH:D015458,"Leukemia, T-Cell"
MESH:D002542,Intracranial Embolism and Thrombosis
MESH:D001862,Bone Resorption
MESH:C566528,HID Syndrome
MESH:C535323,Chromosome 5q Deletion Syndrome
MESH:C535388,Arts syndrome
MESH:C536826,Glomerulopathy with fibronectin deposits
MESH:D042882,Gallstones
MESH:D005497,Follicular Cyst
MESH:C536697,WHIM syndrome
MESH:D058494,Walker-Warburg Syndrome
MESH:D016657,Cerebral Amyloid Angiopathy
MESH:D000795,Fabry Disease
MESH:D009542,Niemann-Pick Diseases
MESH:C548082,Noonan Syndrome 4
MESH:C565557,"Gamma-Glutamylcysteine Synthetase Deficiency, Hemolytic Anemia due to"
MESH:C536119,"Niemann-Pick disease, type C2"
MESH:C566504,Short QT Syndrome 3
MESH:C545036,Low Molecular Weight Proteinuria with Hypercalciuria and Nephrocalcinosis
MESH:D020190,"Myoclonic Epilepsy, Juvenile"
MESH:D012857,Situs Inversus
MESH:C538582,Pfeiffer type acrocephalosyndactyly
MESH:D018856,"Cystitis, Interstitial"
MESH:D056266,Erythrokeratodermia Variabilis
MESH:C537475,Mitochondrial complex I deficiency
MESH:D015324,Pyruvate Carboxylase Deficiency Disease
MESH:D004198,Disease Susceptibility
MESH:D006951,Hyperlipoproteinemias
MESH:D013494,"Supranuclear Palsy, Progressive"
MESH:C566883,"Osteopetrosis, Autosomal Recessive 5"
MESH:D016920,"Meningitis, Bacterial"
MESH:D008064,Lipidoses
MESH:D005621,Friedreich Ataxia
MESH:D006712,Homocystinuria
MESH:D061325,Hereditary Breast and Ovarian Cancer Syndrome
MESH:D006502,Budd-Chiari Syndrome
MESH:D053560,Ichthyosis Bullosa of Siemens
MESH:D005119,Extravasation of Diagnostic and Therapeutic Materials
MESH:D018230,"Leiomyoma, Epithelioid"
MESH:D058497,Fraser Syndrome
MESH:D064793,Teratogenesis
MESH:C566550,"Amyotrophic Lateral Sclerosis 4, Juvenile"
MESH:C564679,"Cardiomyopathy, Dilated, 1l"
MESH:D010842,Pica
MESH:D009471,Neuromyelitis Optica
MESH:D017542,"Aneurysm, Ruptured"
MESH:D004408,Dysgeusia
MESH:C537356,Metatropic dwarfism
MESH:C536855,Fanconi like syndrome
MESH:D015862,Choroid Diseases
MESH:D016609,"Neoplasms, Second Primary"
MESH:C567234,"Mental Retardation, Autosomal Dominant 5"
MESH:C535477,"Corneal dystrophy, epithelial basement membrane"
MESH:C563322,"Diabetes Mellitus, Transient Neonatal, 1"
MESH:D012127,"Respiratory Distress Syndrome, Newborn"
MESH:C567572,"Fibrosis Of Extraocular Muscles, Congenital, 3A, with or without Extraocular Involvement"
MESH:D053358,"Ectodermal Dysplasia 1, Anhidrotic"
MESH:D008944,Mitral Valve Insufficiency
MESH:C535962,"Epidermolysis bullosa simplex, Ogna type"
MESH:D006223,"Hamartoma Syndrome, Multiple"
MESH:D014474,Unconsciousness
MESH:D006344,"Heart Septal Defects, Atrial"
MESH:D018227,"Sarcoma, Clear Cell"
MESH:D002051,Burkitt Lymphoma
MESH:D015043,Zollinger-Ellison Syndrome
MESH:D019462,"Syncope, Vasovagal"
MESH:D010689,Phlebitis
MESH:C566094,[OBSOLETE] Synpolydactyly 1
MESH:C562750,"[OBSOLETE] Glaucoma, Primary Open Angle"
MESH:D013771,Tetralogy of Fallot
MESH:D005885,Gingival Hyperplasia
MESH:C537342,Single upper central incisor
MESH:D056627,Peritoneal Fibrosis
MESH:D003384,Coxsackievirus Infections
MESH:C537880,Lathosterolosis
MESH:C567144,"Anemia, Hypochromic Microcytic, With Iron Overload"
MESH:D000382,Agricultural Workers' Diseases
MESH:C565185,Cerebrooculofacioskeletal Syndrome 2
MESH:D017495,Hyperpigmentation
MESH:C538167,"Acidemia, isovaleric"
MESH:C565780,Nephronophthisis 3
MESH:D003117,Color Vision Defects
MESH:D008206,Lymphatic Diseases
MESH:D009207,Myoclonus
MESH:C536289,Immunodeficiency without anhidrotic ectodermal dysplasia
MESH:C535902,"Limb-girdle muscular dystrophy, type 2E"
MESH:D005831,"Genital Diseases, Female"
MESH:C567408,Epidermolysis Bullosa Simplex With Pyloric Atresia
MESH:D002637,Chest Pain
MESH:D019339,Port-Wine Stain
MESH:C537139,Osler-rendu-weber syndrome 2
MESH:D065646,"Thyroid Carcinoma, Anaplastic"
MESH:C537521,Scleroatonic muscular dystrophy
MESH:D011009,Pneumoconiosis
MESH:C564492,"Heterotopia, Periventricular, Ehlers-Danlos Variant"
MESH:D056929,Liddle Syndrome
MESH:C565221,"Erythrocytosis, Familial, 3"
MESH:C538259,Congenital atransferrinemia
MESH:D053608,Stupor
MESH:D011252,"Pregnancy Complications, Neoplastic"
MESH:D053306,Hyper-IgM Immunodeficiency Syndrome
MESH:D001019,Aortic Rupture
MESH:D001855,Bone Marrow Diseases
MESH:D020271,"Heredodegenerative Disorders, Nervous System"
MESH:C537171,Paraquat lung
MESH:D005221,Fatigue
MESH:C566493,"Hyperinsulinemic Hypoglycemia, Familial, 4"
MESH:D004401,Dysarthria
MESH:C536167,Keutel syndrome
MESH:C562745,"Corneal Dystrophy, Posterior Polymorphous, 1"
MESH:C536589,Alternating hemiplegia of childhood
MESH:D008375,Maple Syrup Urine Disease
MESH:C538236,Adrenal hyperplasia 2
MESH:D004829,"Epilepsy, Generalized"
MESH:C535661,"Acromesomelic dysplasia, Maroteaux type"
MESH:D004418,"Dyspnea, Paroxysmal"
MESH:D016534,"Cardiac Output, High"
MESH:D018248,"Adenoma, Liver Cell"
MESH:D013611,"Tachycardia, Atrioventricular Nodal Reentry"
MESH:D008850,Microphthalmos
MESH:C563335,"Deafness, Autosomal Dominant 9"
MESH:C566331,"[OBSOLETE] Hypercholesterolemia, Autosomal Recessive"
MESH:C537728,Oculocutaneous albinism type 1
MESH:D004931,Esophageal Achalasia
MESH:C562733,Fundus Albipunctatus
MESH:D018256,Adenomatous Polyps
MESH:D054218,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
MESH:C566958,"Macular Degeneration, Age-Related, 9"
MESH:D007968,"Leukoencephalopathy, Progressive Multifocal"
MESH:C564115,"Corpus Callosum, Partial Agenesis of, X-Linked"
MESH:D020199,"Hematoma, Subdural, Acute"
MESH:C567766,"46, XY Sex Reversal 5"
MESH:C567208,"Spherocytosis, Type 4"
MESH:D001984,Bronchial Neoplasms
MESH:D004916,Erythromelalgia
MESH:D016864,Li-Fraumeni Syndrome
MESH:C566608,"Cataract, Zonular Pulverulent 3"
MESH:D013009,Somnambulism
MESH:C562490,[OBSOLETE] Cardiac Conduction Defect
MESH:D007119,Immunoblastic Lymphadenopathy
MESH:D019106,Postoperative Hemorrhage
MESH:C536463,Waardenburg syndrome type 2
